Unnamed: 0,0,1,2,3,4,5,6,7
2,LAVA A1,"4.220,605 Ratings & 1,922 Reviews",4 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,,"₹1,228₹1,2491% offFree deliveryBank Offer"
3,DIZO Star 500,"3.915,700 Ratings & 1,725 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,7.11 cm (2.8 inch) QVGA Display,0.3MP Rear Camera,1900 mAh Battery,1 Year Warranty,"₹1,899₹1,9995% offFree deliveryBank Offer"
4,SAMSUNG Guru 1200,"48,144 Ratings & 561 Reviews",153 MB RAM | 153 MB ROM,3.81 cm (1.5 inch) Display,800 mAh Battery,0 0 0 0 Processor Processor,,"₹1,410Free deliveryBank Offer"
5,PHILIPS Xenium E209,"3.91,545 Ratings & 150 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.08MP Rear Camera,1000 mAh Li-ion Battery,,"₹1,299₹2,99956% offFree deliveryBank Offer"
6,"vivo T2x 5G (Glimmer Black, 128 GB)","4.324,210 Ratings & 1,446 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year of Device & 6 Months for Inbox Accessories,"₹15,999₹20,99923% offFree deliveryUpto ₹15,450 Off on ExchangeBank Offer"
7,"vivo T2x 5G (Marine Blue, 128 GB)","4.324,210 Ratings & 1,446 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year of Device & 6 Months for Inbox Accessories,"₹15,999₹20,99923% offFree deliveryUpto ₹15,450 Off on ExchangeBank Offer"
8,"vivo T2x 5G (Aurora Gold, 128 GB)","4.324,210 Ratings & 1,446 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year of Device & 6 Months for Inbox Accessories,"₹15,999₹20,99923% offFree deliveryUpto ₹15,450 Off on ExchangeBank Offer"
9,Kechaoda A26,"417,270 Ratings & 1,150 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) Display,800 mAh Battery,1 Year Company Warranty,,"₹999₹1,39928% offFree deliveryBank Offer"
10,"REDMI Note 12 5G (Matte Black, 256 GB)","4.11,139 Ratings & 90 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹20,999₹23,99912% offFree deliveryDaily SaverUpto ₹19,200 Off on Exchange"
11,"vivo T2x 5G (Marine Blue, 128 GB)","4.455,643 Ratings & 2,941 Reviews",4 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year of Device & 6 Months for Inbox Accessories,"₹12,999₹17,99927% offFree deliveryUpto ₹12,450 Off on ExchangeBank Offer"
12,GFive U707,"3.613,724 Ratings & 1,285 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,950 mAh Battery,,₹725₹7999% offFree deliveryBank Offer
13,GFive U707,"3.613,724 Ratings & 1,285 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,₹725₹99927% offFree deliveryBank Offer
14,"POCO X5 Pro 5G (Astral Black, 256 GB)","4.313,233 Ratings & 1,330 Reviews",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹24,999₹28,99913% offFree deliveryDaily SaverUpto ₹24,000 Off on Exchange"
15,Micromax X413,"43,630 Ratings & 284 Reviews",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,,"₹925₹1,49938% offFree deliveryBank Offer"
16,"REDMI Note 12 5G (Matte Black, 128 GB)","43,325 Ratings & 281 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹16,999₹19,99915% offFree deliveryUpto ₹15,250 Off on ExchangeNo Cost EMI from ₹2,834/month"
17,"Infinix Smart 6 HD (Origin Blue, 32 GB)","4.336,624 Ratings & 2,074 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹5,999₹8,99933% offFree deliveryUpto ₹5,450 Off on ExchangeBank Offer"
18,Nokia 106 4G,3.877 Ratings & 4 Reviews,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0MP | 0MP Front Camera,1450 mAh Battery,1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,"₹2,199₹2,99926% offFree deliveryHot DealBank Offer"
19,"MOTOROLA g13 (Matte Charcoal, 128 GB)","440,188 Ratings & 3,684 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,"₹9,999₹13,99928% offFree deliveryUpto ₹8,850 Off on ExchangeBank Offer"
20,"realme Narzo N55 (Prime Blue, 128 GB)","4.21,401 Ratings & 71 Reviews",6 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,64MP Rear Camera,5000 mAh Battery,,"₹13,450₹14,99910% offFree deliveryDaily SaverNo Cost EMI from ₹2,242/month"
21,"IQOO Z7S 5G (Pacific Night, 128 GB)",4.3563 Ratings & 27 Reviews,8 GB RAM | 128 GB ROM,16.26 cm (6.4 inch) Display,64MP Rear Camera,4500 mAh Battery,,"₹20,427₹24,99918% offFree deliveryBank Offer"
22,"IQOO Z7S 5G (Norway Blue, 128 GB)",4.3563 Ratings & 27 Reviews,8 GB RAM | 128 GB ROM,16.26 cm (6.4 inch) Display,64MP Rear Camera,4500 mAh Battery,,"₹20,140₹24,99919% offFree deliveryBank Offer"
23,"IQOO Z7s 5G (Norway Blue, 128 GB)",4.4602 Ratings & 34 Reviews,6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Display,64MP Rear Camera,4500 mAh Battery,,"₹19,189₹23,99920% offFree deliveryNo Cost EMI from ₹3,199/monthBank Offer"
0,"realme Narzo N53 (Feather Black, 128 GB)","4.21,117 Ratings & 65 Reviews",6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,,"₹12,450₹12,9994% offFree deliveryNo Cost EMI from ₹2,075/monthBank Offer"
1,"realme Narzo N53 (Feather Gold, 128 GB)","4.21,117 Ratings & 65 Reviews",6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,,"₹12,073₹12,9997% offFree deliveryNo Cost EMI from ₹2,012/monthBank Offer"
2,"POCO X5 Pro 5G (Horizon Blue, 128 GB)","4.311,455 Ratings & 1,315 Reviews",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹20,999₹25,99919% offFree deliveryUpto ₹20,250 Off on ExchangeNo Cost EMI from ₹3,500/month"
3,Micromax X513+,"3.82,911 Ratings & 197 Reviews",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1750 mAh Battery,,"₹1,151₹1,79936% offFree deliveryBank Offer"
4,"OPPO A17 (Lake Blue, 64 GB)","4.49,059 Ratings & 398 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.66 cm (6.56 inch) HD+ Display,50MP + 0.3MP + 0.3MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹12,499₹14,99916% off"
5,"REDMI Note 12 5G (Mystique Blue, 256 GB)","4.11,139 Ratings & 94 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹20,999₹23,99912% offFree deliveryDaily SaverUpto ₹19,200 Off on Exchange"
6,Micromax X513+,"3.82,911 Ratings & 197 Reviews",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1750 mAh Battery,,"₹1,080₹1,79939% offFree deliveryBank Offer"
7,itel IT5626,"41,834 Ratings & 180 Reviews",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) QVGA Display,0.3MP Rear Camera,2500 mAh Lithium ion Battery,100 Days Replacement with 1 Year of Phone Warranty and 6 Months on Accessories,"₹1,799₹1,8492% offFree deliveryBank Offer"
8,"POCO X5 Pro 5G (Astral Black, 128 GB)","4.311,455 Ratings & 1,315 Reviews",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹20,999₹25,99919% offFree deliveryUpto ₹20,250 Off on ExchangeNo Cost EMI from ₹3,500/month"
9,"realme 11 Pro 5G (Sunrise Beige, 256 GB)",4.2427 Ratings & 39 Reviews,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP (OIS) + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹27,999₹30,9999% offFree deliveryUpto ₹27,000 Off on ExchangeNo Cost EMI from ₹3,111/month"
10,DIZO Star 500,"3.915,700 Ratings & 1,739 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,7.11 cm (2.8 inch) QVGA Display,0.3MP Rear Camera,1900 mAh Battery,1 Year Warranty,"₹1,799₹1,99910% offFree deliveryBank Offer"
11,"realme 11 Pro 5G (Oasis Green, 256 GB)",4.2427 Ratings & 39 Reviews,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP (OIS) + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹27,999₹30,9999% offFree deliveryUpto ₹27,000 Off on ExchangeNo Cost EMI from ₹3,111/month"
12,"REDMI 12C (Royal Blue, 64 GB)","4.21,774 Ratings & 100 Reviews",4 GB RAM | 64 GB ROM,17.04 cm (6.71 inch) Display,50MP Rear Camera,5000 mAh Battery,,"₹8,627₹13,99938% offFree deliveryBank Offer"
13,"realme 11 Pro 5G (Oasis Green, 128 GB)","4.321,472 Ratings & 2,132 Reviews",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP (OIS) + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹23,999₹25,9997% offFree deliveryUpto ₹23,100 Off on ExchangeNo Cost EMI from ₹4,000/month"
14,"POCO C51 - Locked with Airtel Prepaid (Power Black, 64 GB)","4.147,216 Ratings & 2,556 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹5,999₹9,99940% offFree deliveryUpto ₹5,450 Off on ExchangeBank Offer"
15,"realme Narzo 50i Prime (Dark Blue, 64 GB)",4.1659 Ratings & 30 Reviews,4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹8,785₹9,99912% offFree deliveryDaily SaverBank Offer"
16,LAVA A1 Josh Bol,4.29 Ratings & 0 Reviews,0 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,800 mAh Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,,"₹1,059₹1,39924% offFree deliveryDaily SaverBank Offer"
17,LAVA A1 Josh BOL,4.277 Ratings & 9 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,1000 mAh Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,,"₹1,039₹1,39925% offFree deliveryBank Offer"
18,"realme Narzo 60 5G (Mars Orange, 256 GB)",4.1116 Ratings & 5 Reviews,8 GB RAM | 256 GB ROM,16.33 cm (6.43 inch) Display,64MP Rear Camera,5000 mAh Battery,,"₹20,533₹20,9992% offFree deliveryBank Offer"
19,Kechaoda K112,"423,062 Ratings & 2,352 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,3600 mAh Battery,,"₹1,597₹1,99920% offFree deliveryBank Offer"
20,"APPLE iPhone 14 Plus (Starlight, 128 GB)","4.614,064 Ratings & 879 Reviews",128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",,"₹77,999₹89,90013% offFree deliveryDaily SaverUpto ₹61,000 Off on Exchange"
21,"realme 11 Pro+ 5G (Oasis Green, 256 GB)","4.318,797 Ratings & 2,237 Reviews",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP (OIS) + 8MP + 2MP | 32MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹27,999₹29,9996% offFree deliveryUpto ₹26,000 Off on ExchangeNo Cost EMI from ₹4,667/month"
22,"REDMI K50i 5G (Quick Silver, 256 GB)","4.22,033 Ratings & 206 Reviews",8 GB RAM | 256 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,64MP + 8MP + 2MP | 16MP Front Camera,5080 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹23,999₹35,99933% offFree deliveryUpto ₹22,900 Off on ExchangeNo Cost EMI from ₹4,000/month"
23,"APPLE iPhone 13 (Starlight, 128 GB)","4.72,49,272 Ratings & 12,792 Reviews",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,,"₹59,999₹69,90014% offFree deliveryDaily SaverUpto ₹59,000 Off on Exchange"
0,"I Kall S1 Plus With 6GB Virtual RAM (Grey, 128 GB)",3.5519 Ratings & 36 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.27 cm (6.8 inch) HD+ Display,13MP + 5MP + 2MP | 8MP + 5MP Dual Front Camera,6000 mAh Battery,1 Year Domestic Warranty,"₹9,999₹11,99916% offFree deliveryBank Offer"
1,"REDMI Note 12 (Lunar Black, 128 GB)","4.111,169 Ratings & 990 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹15,999₹20,99923% offFree deliveryUpto ₹14,750 Off on ExchangeNo Cost EMI from ₹1,778/month"
2,"REDMI 12C (Mint Green, 128 GB)","4.21,774 Ratings & 100 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹9,389₹14,99937% offFree deliveryNo Cost EMI from ₹1,565/monthBank Offer"
3,"REDMI 12C (Matte Black, 128 GB)","4.21,774 Ratings & 100 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹9,490₹14,99936% offFree deliveryNo Cost EMI from ₹1,582/monthBank Offer"
4,"SAMSUNG Galaxy M14 5G (Smoky Teal, 128 GB)",4.2600 Ratings & 56 Reviews,4 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,,"₹14,365₹17,99020% offFree deliveryBank Offer"
5,Micromax X379+,3.3200 Ratings & 14 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,"₹1,040₹1,89945% offFree deliveryBank Offer"
6,SAMSUNG Guru Music 2,"4.32,08,497 Ratings & 19,039 Reviews",NA ROM,5.08 cm (2 inch) NA Display,800 mAh Battery,1 Year Manufacturer Warranty,,"₹2,890₹2,899Free deliveryBank Offer"
7,LAVA A3 VIBE,4.213 Ratings & 1 Reviews,32 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Display,0.3MP Rear Camera | 0.3MP Front Camera,1750 mAh Battery,,"₹1,299₹1,59918% offFree deliveryBank Offer"
8,Kechaoda A26,"417,270 Ratings & 1,166 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) Display,800 mAh Battery,1 Year Company Warranty,,"₹997₹1,49933% offFree deliveryBank Offer"
9,"REDMI Note 12 (Ice Blue, 128 GB)","4.111,169 Ratings & 990 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹15,999₹20,99923% offFree deliveryUpto ₹14,750 Off on ExchangeNo Cost EMI from ₹1,778/month"
10,itel Power 440| 2500 mAh battery| Expandable Storage Upto 32GB,4.2111 Ratings & 7 Reviews,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2500 mAh Battery,,"₹1,470₹1,89922% offFree deliveryDaily SaverBank Offer"
11,"POCO M4 5G (Cool Blue, 64 GB)","4.290,958 Ratings & 6,399 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,1 Year Warranty for Handset and 6 Months for Accessories,"₹12,999₹15,99918% offFree deliveryUpto ₹12,450 Off on ExchangeBank Offer"
12,"MOTOROLA Edge 30 (Meteor Grey, 128 GB)","4.17,034 Ratings & 924 Reviews",8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 50MP + 2MP | 32MP Front Camera,4020 mAh Lithium Battery,1 Year on Handset and 6 Months on Accessories,"₹22,999₹34,99934% offFree deliveryUpto ₹22,100 Off on ExchangeBank Offer"
13,KARBONN K9,"4.18,143 Ratings & 666 Reviews",6.1 cm (2.4 inch) QVGA Display,1800 mAh 1800 mAh Battery Battery,1 Year Manufacturer Warranty,,,"₹1,375₹1,59013% offFree deliveryBank Offer"
14,"APPLE iPhone 13 (Midnight, 128 GB)","4.72,49,272 Ratings & 12,792 Reviews",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,,"₹59,999₹69,90014% offFree deliveryUpto ₹59,000 Off on ExchangeBank Offer"
15,Nokia 130M DS 2023,"4.18,143 Ratings & 666 Reviews",4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,1450 mAh Battery,1 Year Manufacturer Warranty For Device and 6 Months Manufacturer Warranty For in-box Accessories Including Battery From The Date of Purchase,,"₹2,099₹2,1994% offFree deliveryBank Offer"
16,KARBONN K9,"4.31,906 Ratings & 121 Reviews",6.6 cm (2.6 inch) QVGA Display,2MP Rear Camera,1800 mAh Battery,1 Year Manufacturer Warranty,,"₹1,297₹1,52915% offFree deliveryBank Offer"
17,"IQOO Z6 Lite 5G (With Charger) (Mystic Night, 128 GB)",3.8384 Ratings & 29 Reviews,6 GB RAM | 128 GB ROM,16.97 cm (6.68 inch) Display,50MP Rear Camera,5000 mAh Battery,,"₹15,299₹19,99923% offFree deliveryNo Cost EMI from ₹2,550/monthBank Offer"
18,Nokia 105 SS 2023,"4.21,072 Ratings & 61 Reviews",4 MB RAM | 4 MB ROM,4.57 cm (1.8 inch) Display,1000 mAh Battery,1 Year Manufacture Warranty For Device and 6 Months Manufacture Warranty For In-box Accessories Including batteries From the date of Purchase,,"₹1,589₹1,599Free deliveryBank Offer"
19,"SAMSUNG GALAXY M13 5G (Aqua Green, 64 GB)","45,198 Ratings & 418 Reviews",4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,50MP Rear Camera,5000 mAh Battery,,"₹12,478₹14,99916% offFree deliveryBank Offer"
20,LAVA A1 2021,"3.55,550 Ratings & 600 Reviews",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera | 0.3MP Front Camera,800 mAh Lithium Ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,"₹1,195₹1,49920% offFree deliveryBank Offer"
21,GFive U220+,"4.246,300 Ratings & 3,362 Reviews",32 MB RAM | 32 ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,"₹664₹1,09939% offFree deliveryDaily SaverBank Offer"
22,"POCO M4 5G (Power Black, 128 GB)","4.33,194 Ratings & 219 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,1 Year Warranty for Handset and 6 Months for Accessories,"₹14,999₹18,99921% offFree deliveryUpto ₹14,300 Off on ExchangeBank Offer"
0,"realme 11 Pro+ 5G (Sunrise Beige, 256 GB)","4.318,797 Ratings & 2,046 Reviews",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP (OIS) + 8MP + 2MP | 32MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹27,999₹29,9996% offFree deliveryUpto ₹26,000 Off on ExchangeNo Cost EMI from ₹4,667/month"
1,"realme 11 Pro+ 5G (Astral Black, 256 GB)","4.318,797 Ratings & 2,046 Reviews",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP (OIS) + 8MP + 2MP | 32MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹27,999₹29,9996% offFree deliveryUpto ₹26,000 Off on ExchangeNo Cost EMI from ₹4,667/month"
2,"I Kall S1 Plus (Golden, 128 GB)","4.215,412 Ratings & 1,450 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.27 cm (6.8 inch) HD+ Display,13MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Battery,1 Year Domestic Warranty,"₹9,999₹11,99916% offFree deliveryBank Offer"
